-200 1.000000e+00 -2.670944e-07
-199 1.000000e+00 -2.683233e-07
-198 1.000000e+00 -2.685761e-07
-197 1.000000e+00 -2.677336e-07
-196 1.000000e+00 -2.656870e-07
-195 1.000000e+00 -2.623073e-07
-194 1.000000e+00 -2.574617e-07
-193 1.000000e+00 -2.510189e-07
-192 1.000000e+00 -2.428102e-07
-191 1.000000e+00 -2.326922e-07
-190 1.000000e+00 -2.204868e-07
-189 1.000000e+00 -2.060148e-07
-188 1.000000e+00 -1.890914e-07
-187 1.000000e+00 -1.695085e-07
-186 1.000000e+00 -1.470606e-07
-185 1.000000e+00 -1.215262e-07
-184 1.000000e+00 -9.266143e-08
-183 1.000000e+00 -6.022568e-08
-182 1.000000e+00 -2.395748e-08
-181 1.000000e+00 1.641369e-08
-180 1.000000e+00 6.117444e-08
-179 1.000000e+00 1.106214e-07
-178 1.000000e+00 1.650688e-07
-177 1.000000e+00 2.248409e-07
-176 1.000000e+00 2.902734e-07
-175 1.000000e+00 3.617211e-07
-174 1.000000e+00 4.395516e-07
-173 1.000000e+00 5.241496e-07
-172 1.000000e+00 6.158920e-07
-171 1.000000e+00 7.152163e-07
-170 1.000000e+00 8.225282e-07
-169 1.000000e+00 9.382777e-07
-168 1.000000e+00 1.062870e-06
-167 1.000000e+00 1.196819e-06
-166 1.000000e+00 1.340552e-06
-165 1.000000e+00 1.494613e-06
-164 1.000000e+00 1.659433e-06
-163 1.000000e+00 1.835544e-06
-162 1.000000e+00 2.023472e-06
-161 1.000000e+00 2.223723e-06
-160 1.000000e+00 2.436839e-06
-159 1.000000e+00 2.663295e-06
-158 1.000000e+00 2.903771e-06
-157 1.000000e+00 3.158683e-06
-156 1.000000e+00 3.428541e-06
-155 1.000000e+00 3.713968e-06
-154 1.000000e+00 4.015474e-06
-153 1.000000e+00 4.333451e-06
-152 1.000000e+00 4.668596e-06
-151 1.000000e+00 5.021198e-06
-150 1.000000e+00 5.391899e-06
-149 1.000000e+00 5.781179e-06
-148 1.000000e+00 6.189410e-06
-147 1.000000e+00 6.616983e-06
-146 1.000000e+00 7.064093e-06
-145 1.000000e+00 7.531246e-06
-144 1.000000e+00 8.018495e-06
-143 1.000000e+00 8.526325e-06
-142 1.000000e+00 9.054585e-06
-141 1.000000e+00 9.603653e-06
-140 1.000000e+00 1.017337e-05
-139 1.000000e+00 1.076348e-05
-138 1.000000e+00 1.137418e-05
-137 1.000000e+00 1.200485e-05
-136 1.000000e+00 1.265522e-05
-135 1.000000e+00 1.332482e-05
-134 1.000000e+00 1.401290e-05
-133 1.000000e+00 1.471867e-05
-132 1.000000e+00 1.544093e-05
-131 1.000000e+00 1.617895e-05
-130 1.000000e+00 1.693108e-05
-129 1.000000e+00 1.769552e-05
-128 1.000000e+00 1.847082e-05
-127 1.000000e+00 1.925490e-05
-126 1.000000e+00 2.004527e-05
-125 1.000000e+00 2.083993e-05
-124 1.000000e+00 2.163526e-05
-123 1.000000e+00 2.242866e-05
-122 1.000000e+00 2.321580e-05
